呵	;kk;kk;kk;dz;ks;kk;kh;kh
滏	;df;da;df;kz;iw;df;up;ub
咐	;kc;kc;kf;dk;kw;kc;kr;kr
幞	;jf;jn;jd,jf,jp;ri;mh;jn;ss;js
绋	;sf;sf;sf;it;xx;sf;iv;ig
蚨	;if;if;if;ch;jf;if;oh;oh
韨	;wy;wd;wb;gi;fn;wy;hh;hh
琈	;wz;wz;wf;nh;ge;wz;wp;wp
讣	;yb;yb;yb;sy;yh;yb;as;as
蜉	;iz;iz;if;ch;je;iz;op;op
砆	;uf;uf;uf;mh;df;uf;hh;bh
㳇	;df;dx;df;kb;iw;dx;up;ub
𫓧	;jf;jf;jf;zh;qf;jf;
𫖯	;vy;er;yv,vy;pw;iq;vr;
尬	;yj;ul,yl;yj;op;dn;aj;hs;hs
嘎	;kg;kg;kg;dp;kd;kg;kh;kh
噶	;kg;kv;kg;df;ka;kg;kc;kc
伽	;rk;rk;rj;jd;wl;rk;rv;rl
尕	;nx;nx;xn,nx;vy;ei;nx;vd;vx
钆	;jv;jv;jg;za;qn;jv;jv;jv
咖	;kk;kk;kj;dd;kl;kk;kv;kl
旮	;jo;jo;jo;ko;vj;jo;pl;pl
尜	;xx;xx;xx;yy;id;ax;sd;xx
轧	;iv;iv;ig;ya;ln;iv;hv;cv
戛	;ag;ag;ag,go;fp;dh;ag;hd;hd
该	;yr;yr;yh;sk;yy;yr;ad;aw
改	;jw;jw;wj,jw;vh;nt;jw;vp;vw
钙	;jg;jg;jg;za;qg;jg;jh;jh
概	;mj;mv;mj;ed;sv;lj;mv;mx
丐	;av;av;ag;fa;gh;av;hv;hv
垓	;tr;tr;th;gk;fy;tr;td;tw
陔	;er;er;eh;tk;by;er;vd;ew
溉	;dj;dv;dj;kd;iv;dj;uv;ux
赅	;br;kr;bh;ok;my;br;sd;bw
荄	;cr;cr;ch;lk;ay;cr;cr;cr
戤	;ng;ng;gy;vp;ec;ng;vh;vh
晐	;or;or;oh;ok;jy;or;ld;lw
𬮿	;ej;ej;eq;tv;bm;ej;
感	;xx;xx;xx;nh;dg;kx;hx;hx
干	;au;au;aa;eg;fg;au;hs;hf
敢	;vw;vw;we;ah;nb;vw;vp;vw
肝	;og;og;og;ve;ef;og;yh;yh
杆	;mg;mg;mg;ee;sf;lg;mh;mh
赶	;tg;tg;zg;pe;fh;tg;ts;tf
甘	;aa;na;aa,ca;zg;af;aa;ch;ch
柑	;mg;mg;mg;ez;sa;lg;mc;mc
淦	;dj;dj;dj;kz;iq;dj;uj;uj
赣	;lr;lr;dd,vb;xo;uj;lr;dp;ww
苷	;cg;cg;cg;lz;aa;cg;ch;ch
擀	;fg;fg;fg;ue;rf;fg;fh;ff
绀	;sg;sg;sg;iz;xa;sg;ic;ic
竿	;vg;vg;vg;re;tf;vg;gs;gf
尴	;ym;um,ym;yj;oa;dn;am;hh;hh
橄	;mw;mw;mg;eh;sn;lw;mv;mv
秆	;hg;hg;hg;xe;tf;hg;eh;eh
酐	;yg;yg;yg;ye;sg;yg;hh;sh
鳡	;yg;ax;yg;wh;qg;ex;ph;gh
玕	;wg;wg;wg;ne;gf;wg;wh;wh
矸	;ug;ug;ug;me;df;ug;hh;bh
泔	;dg;dg;dg;kz;ia;dg;uc;uc
坩	;tg;tg;tg;gz;fa;tg;tc;tc
疳	;bg;bg;bg;az;ua;bg;dh;zh
澉	;dw;dw;dg;kh;in;dw;uv;uv
虷	;ig;ig;ig;ce;jf;ig;oh;oh
㽏	;dg;dg;gq;kz;iw;dg;uh;uh
刚	;kd;kd;dg;mp;mq;gd;ss;so
岗	;ug;ex;ug;vb;mm;sx;sd;gc
杠	;mg;mg;mg;eu;sa;lg;mh;mh
缸	;fg;fg;fg;au;rm;fg;ph;ph
钢	;jx;jx;jg;zb;qm;jx;js;js
纲	;sx;sx;sg;ib;xm;sx;is;is
肛	;og;og;og;vu;ea;og;yh;yh
冈	;kx;kx;ki;mb;mq;ax;sd;sc
罡	;sv;sv;sv;ys;lg;sv;sh;sh
扛	;fg;fg;fg;uu;ra;fg;fh;fh
戆	;lx;lx;xb,xg;xh;uj;lx;dx;wx
冮	;dg;dg;dg;wu;ua;dg;dh;dh
堽	;tv;tv;tg,tv;gs;fl;tv;ts;ts
筻	;vg;vg;vg;rb;tg;vg;gd;gd
㭎	;mx;mx;mg;eb;sm;lx;ms;ms
鿍	;tf;tl;tf,tj;gv;ft;ta;
高	;wk;wk;wk;gg;ym;wk;dk;wk
搞	;fk;fk;fg;ug;ry;fk;fd;fw
稿	;hk;hk;hg;xg;ty;hk;ed;ew
告	;nk;nk;kn,nk;qd;tf;pk;pk;pk
膏	;wo;wo;og,ok,wo;gv;yp;wo;dy;wy
糕	;mh;mh;mg;pc;ou;me;dd;jd
镐	;jk;jk;jg;zg;qy;jk;jd;jw
诰	;yk;yk;yg;sd;yt;yk;ap;ap
锆	;jk;jk;jg;zd;qt;jk;jp;jp
郜	;ne;ne;eg;qt;tf;ge;pv;pe
缟	;sk;sk;sg;ig;xy;sk;id;iw
睾	;pg;pg;ps,px;tg;tl;pu;ps;pf
藁	;cm;cm;cm,mh;le;ay;cl;cm;cm
杲	;om;om;om;oe;js;ol;lm;lm
篙	;vk;vk;vg;rg;ty;vk;gk;gk
槔	;mu;mu;mg,mu;en;sr;lu;mp;mp
羔	;yh;yh;hy;gc;ug;ee;dq;dq
槁	;mk;mk;mg;eg;sy;lk;md;mw
筶	;vk;vk;vg;rd;tt;vk;gk;gk
个	;ra;rl;ra,pa;jg;wh;ra;rs;rs
各	;wk;wk;wk;sg;tk;wk;pk;wk
哥	;dk;dk;kk;zz;sk;ak;hs;hs
歌	;qg;dr;qg;ze;sk;gr;hp;hg
格	;mk;mk;mg;es;st;lk;mp;mw
割	;bd;bd;dh;wp;pd;gd;bs;bo
隔	;eg;el;eg;tn;bg;ea;vh;eh
咯	;kk;kk;kg;ds;kt;kk;kp;kw
搁	;fk;fk;fg;us;ru;fk;fd;fm
戈	;ad;ad;ad;pg;ag;ad;hd;hd
葛	;cv;cv;ch;lf;aj;cv;cv;cv
阁	;mk;mk;mg;as;ut;mk;dk;mk
铬	;jk;jk;jg;zs;qt;jk;jp;jw
鸽	;rn;rn;nh;jx;wg;rn;rp;rn
嗝	;kg;kl;kg;dn;kg;ka;kh;kh
膈	;og;ol;og;vn;eg;oa;yh;yh
鬲	;aa;al;aa,ay;ng;gk;aa;hs;hs
胳	;ok;ok;og;vs;et;ok;yp;yw
蛤	;ik;ik;ih;cd;jw;ik;or;or
骼	;gk;gk;gg;fs;me;gk;sp;sw
舸	;vk;vk;vk;iz;te;vk;ph;vh
圪	;tv;tq;tq;ga;ft;ty;tp;tp
饹	;uk;uk;ug;qs;qn;uk;pp;sw
滆	;dg;dl;dg;kn;ig;da;uh;uh
袼	;pk;pk;yg;ts;pu;pk;dp;dw
合	;rk;rk;rk;jd;wg;rk;rk;rk
虼	;iq;iq;iq;ca;jt;iy;op;op
塥	;tg;tl;tg;gn;fg;ta;th;th
给	;sk;sk;sh;id;xw;sk;ir;ir
跟	;zg;zg;zg;pi;kh;zh;zv;zx
根	;mg;mg;mg;ei;sv;lh;mv;mx
艮	;xy;vn,en;ad,gf,vd,xy;ig;ve;vh;vd;xd
亘	;ad;aa;aa,ad;ff;gj;ad;hh;hh
茛	;cg;cg;cg;li;av;ch;cd;cd
更	;an;an;ad,ag;fb;gj;an;hd;hd
梗	;mg;mg;mg;eb;sg;lg;mh;mh
羹	;yd;yd;gm,ym;gm;ug;ed;dd;dl
耿	;eh;eh;eh;qc;bo;eh;hq;hq
耕	;lj;lj;lj;aq;di;fj;hh;hh
庚	;gn;gn;gd,gg,gr;xj;yv;gn;dd;xd
埂	;tg;tg;tg;gb;fg;tg;th;th
哽	;kg;kg;kg;db;kg;kg;kh;kh
赓	;gb;gr;bg,gb;xo;yv;gr;dr;xb
鲠	;yg;ag;yg;wb;qg;eg;ph;gh
浭	;dg;dg;dg;kb;ig;dg;uh;uh
颈	;vr;vr;yg;rw;ca;vr;vh;vh
绠	;sg;sg;sg;ib;xg;sg;ih;ih
鹒	;gn;gn;ng;xx;yv;gn;dp;xn
𬒔	;uo;uo;uk;mv;dh;uo;
共	;cb;cb;bc,cb;lh;aw;cb;cd;cb
供	;rb;rb;rg;jh;wa;rb;rc;rc
弓	;vv;vv;ag,vg;bg;xn;vv;vv;gv
工	;aa;aa;aa;ug;aa;aa;hh;hh
公	;bs;bs;sb,bs;hk;wc;bv;pd;bi
宫	;bk;bk;bl;wd;pk;gk;bk;bk
攻	;gw;gw;gw,wg;uh;at;gw;hp;hw
功	;gl;gl;gl,lg;us;al;gl;hv;hl
拱	;fb;fb;fg;uh;ra;fb;fc;fc
龚	;lb;lb;lg;th;dx;lb;hd;hb
汞	;gu;gu;gu,ug;uk;ai;gu;hu;hu
贡	;gb;gr;bg,gb;uo;am;gr;hr;hb
恭	;cx;cx;gx,xg;lh;aw;cd;cd;cx
巩	;gf;gf;gf;ui;am;gf;hp;hj
躬	;ug;ug;ug;zb;tm;ug;pv;pg
肱	;os;os;oh,os;vk;ed;ov;yh;yh
觥	;jg;dw;jg;xm;qe;ee;ps;gs
珙	;wb;wb;wg;nh;ga;wb;wc;wc
䢼	;ce;ce;eg;lt;aw;ce;cv;ce
狗	;qj;qk;qj;mg;qt;qk;pp;qb
够	;jx;bx;jd,xj;gl;qk;jx;pp;bp
勾	;bs;bs;gs;nk;qc;pv;pd;bi
钩	;jg;js;jg;zk;qq;jv;jp;jb
购	;bg;ks;bg;ok;mq;bv;sp;bb
沟	;dg;ds;dg;kk;iq;dv;up;ub
苟	;cj;ck;cj;lg;aq;ck;ck;ck
构	;mg;ms;mg;ek;sq;lv;mp;mb
垢	;tk;tk;th;gd;fr;tk;tp;tp
篝	;vr;vr,vz;vg;rg;tf;vr;gt;gt
遘	;zr;zr,zz;zg,zr;qu;fj;zr;hz;hz
彀	;uy;uy;ug,gu;gr;fp;uy;tp;tj
诟	;yk;yk;yh;sd;yr;yk;ap;ap
觏	;jr;ae;jr;qe;fj;aj;hs;hs
媾	;nr;nr,nz;ng,nr;bg;vf;nr;nh;nh
枸	;mj;mk;mj;eg;sq;lk;mp;mb
雊	;vj;bf;vj;gu;qk;ja;pr;br
鞲	;gr;gr,gz;gg,gr;tg;af;cr;ch;ch
句	;bk;bk;kg;gj;qk;pk;pk;bk
笱	;vj;vk;vj;rg;tq;vk;gk;gk
缑	;su;su;sh;io;xw;sd;ir;ir
岣	;uj;ek;uj;vg;mq;sk;sp;gb
耇	;lj;lk;lj;qg;ft;uk;tk;tk
故	;uw;uw;wg;ch;dt;uw;hp;fw
股	;ou;oy;ou;vr;em;oy;yp;yj
古	;uk;uk;uk;cg;dg;uk;hk;fk
鼓	;uy;uy;vd,uv;hc;fk;uy;th;tf
骨	;go;lo;go,ob,og;fg;me;ao;sy;sy
顾	;ir;ir;ye;xw;db;ir;hh;hh
钴	;jg;jk;jg;zc;qd;jk;jh;jf
雇	;hv;hf;hv;mu;yn;ha;dh;dq
孤	;zg;zg;zg;hy;br;zg;vp;zp
固	;kg;kk;kg;rc;ld;wk;sh;sk
菇	;cg;ck;cg;lc;av;ck;ck;ck
姑	;ng;nk;ng;bc;vd;nk;nh;nf
蛊	;im;im;im,mi;ca;jl;im;oh;oh
箍	;vj;vj;vz;rr;tr;vj;gv;gv
估	;rg;rk;rg;jc;wd;rk;rh;rf
咕	;kg;kk;kg;dc;kd;kk;kh;kf
瞽	;og;uo;og;hq;fk;um;th;tl
沽	;dg;dk;dg;kc;id;dk;uh;uf
菰	;cg;cg;cg;ly;ab;cg;cd;cd
诂	;yg;yk;yg;sc;yd;yk;ah;af
辜	;uu;uu;ux,xg;cn;du;uu;hs;ff
毂	;uy;uy;iu,ui;gr;fp;uy;tp;tj
榖	;uy;uy;hu,uh,uu;gr;fp;uy;tp;tj
觚	;dg;dg;jg;xy;qe;eg;pp;gp
贾	;xb;xr;bx,xb;vo;sm;xr;hr;sb
酤	;yg;yk;yg;yc;sg;yk;hh;sf
锢	;jg;jk;jg;zc;ql;jk;js;js
崮	;ug;ek;ug;vc;ml;sk;sh;gk
堌	;tg;tk;tg;gc;fl;tk;ts;ts
蛄	;ig;ik;ig;cc;jd;ik;oh;of
罟	;sg;sk;sg;yc;ld;sk;sk;sk
鹘	;gn;gn;gn;fx;me;gn;sp;sn
轱	;ig;ik;ig;yc;ld;ik;hh;cf
牯	;ng;nk;ng;qc;tr;nk;ph;pf
梏	;mk;mk;mg;ed;st;lk;mp;mp
鲴	;yg;ak;yg;wc;qg;ek;pk;gs
呱	;kg;kg;kg;dy;kr;kg;kp;kp
痼	;bg;bk;bg;ac;ul;bk;dh;zk
鸪	;un;un;ng;cx;dq;un;hp;fn
羖	;yu;yy;yu;gr;ud;ey;dp;dj
瀔	;du;dy;dg,du;kr;if;dy;ut;ut
臌	;oy;oy;og;vc;ef;oy;yt;yt
馉	;ug;ug;ug;qf;qn;uo;ps;ss
牿	;nk;nk;ng;qd;tr;nk;pp;pp
蓇	;cg;cg;cg;lf;am;co;cy;cy
𦙶	;og;ok;og;vc;ed;ok;yh;yf
挂	;ft;ft;fg;ug;rf;ft;ft;ft
刮	;qd;qd;du;ap;td;qd;ps;po
瓜	;pn;pn;pd;yg;rc;pn;pd;pd
卦	;tb;tb;bg;gy;ff;tb;ts;ts
寡	;bf;bd;bf;wp;pd;gd;bp;bo
剐	;kd;kd;dg,dn;dp;km;kd;ks;ko
胍	;og;og;og;vy;er;og;yp;yp
褂	;pb;pb;yg;ty;pu;pb;dt;dt
鸹	;qn;qn;nu;ax;td;qn;pp;pn
诖	;yt;yt;yg;sg;yf;yt;at;at
怪	;xt;xt;xu;hg;nc;xt;xv;xy
乖	;qb;qb;pb,qb;lv;tf;qb;pv;pv
拐	;fl;fl;fl;us;rk;fl;fk;fk
夬	;vn;vn;ad,vd;nj;nw;vn;vd;vl
掴	;fy;fy;fg;ui;rl;fy;fs;fs
管	;vg;vk;vg;rk;tp;vg;gh;gh
关	;bt;bt;bt,qd;hm;ud;et;dd;dl
官	;bk;bk;bg,bk;wk;pn;ga;bh;bh
观	;yj;ye;jy,yj;re;cm;yj;vs;ys
馆	;ug;uk;ug;qk;qn;ug;pb;sb
冠	;bc;bc;bc;wk;pf;gc;dd;dc
灌	;dv;df;dv;ku;ia;da;uc;uc
罐	;fv;ff;fv;au;rm;fa;pc;pc
棺	;mg;mk;mg;ek;sp;lg;mb;mb
贯	;mb;gr;bm,mb;ko;xf;vr;vr;vb
惯	;xr;xr;xg;ho;nx;xr;xv;xv
倌	;rg;rk;rg;jk;wp;rg;rb;rb
掼	;fr;fr;fg;uo;rx;fr;fv;fv
瓘	;wv;wf;wv;nu;ga;wa;wc;wc
祼	;pg;pg;ug;fe;py;pg;dl;dl
鹳	;cn;cn;nv;lx;ak;cn;cp;cn
琯	;wg;wk;wg;nk;gp;wg;wb;wb
鳏	;yd;ad;yd;wk;qg;ed;ps;gs
筦	;ve;ve;vw;rp;tp;ve;gv;gv
爟	;hv;hf;hg,hv;cu;oa;ha;qc;qc
盥	;jm;pm;jm,um;pa;qg;pm;ph;ph
涫	;dg;dk;dg;kk;ip;dg;ub;ub
纶	;sb;sb;sl;ij;xw;sb;ir;ir
莞	;ce;ce;cw;lp;ap;ce;cv;cv
鳤	;yg;ak;yg;wk;qg;eg;pg;gg
蒄	;cc;cc;cg;lk;ap;cc;cd;cc
光	;xw;xw;ea,xw;mg;iq;ee;sv;sv
逛	;zw;zw;zk;mu;qt;zw;pz;qz
咣	;kg;kw;kg;dm;ki;ke;ks;ks
洸	;dg;dw;dg;km;ii;de;us;us
桄	;mg;mw;mg;em;si;le;ms;ms
犷	;qg;qg;qg;mx;qt;qg;pd;qx
胱	;og;ow;og;vm;ei;oe;ys;ys
垙	;tg;tw;tg;gm;fi;te;ts;ts
珖	;wg;ww;wg;nm;gi;we;ws;ws
𨐈	;ig;iw;ig;ym;li;ie;hs;cs
贵	;vb;vr;ba,vb;co;kh;vr;kr;kb
归	;le;le;ax,dx;pb;jv;aa;sv;sx
鬼	;ps;ps;pd,ps;ag;rq;pv;pd;pi
柜	;mj;mj;mj;en;sa;lj;mh;mh
跪	;zv;zv;zw;pz;kh;zv;zp;zg
轨	;ij;ij;ij;yk;lv;ij;hp;cp
硅	;ut;ut;ug;mg;df;ut;ht;bt
龟	;dd;dv;dd;wg;qj;ev;pv;gv
桂	;mt;mt;mg;eg;sf;lt;mt;mt
圭	;tt;tt;tt;gg;ff;tt;tt;tt
规	;fj;fe;fj,jf;he;fw;fj;hs;hs
诡	;yv;yv;yw;sz;yq;yv;ap;ag
瑰	;wg;wg;wg;na;gr;wv;wp;wp
珪	;wt;wt;wg;ng;gf;wt;wt;wt
簋	;vm;vm;vm;ra;tv;vm;gh;gh
癸	;vt;vt;dt,td;hm;wg;vt;vd;vl
妫	;nw;nw;nw;bi;vy;nw;nd;nd
邽	;te;te;eg;gt;ff;te;tv;te
刿	;ds;ed;ds;vp;mq;sd;ss;go
晷	;ok;ok;oj,ok;od;jt;ok;lk;lk
闺	;mt;mt;mg;ag;uf;mt;dt;mt
桧	;mh;ms;mh;eb;sw;lv;mr;mr
刽	;rd;rd;dh;jp;wf;rd;rs;ro
鬶	;gg;fl;gg;hn;fw;fa;hs;hs
宄	;bj;bj;bj;wk;pv;gj;bv;bv
庋	;gv;gy;gv;xc;yf;gy;dd;xy
匦	;kj;kj;kg;nk;al;kj;hv;hv
皈	;by;by;bf;ur;rr;by;pp;pp
炅	;oh;oh;oh;oc;jo;oh;lq;lq
姽	;nv;nv;nw;bz;vq;nv;np;ng
筀	;vt;vt;vg;rg;tf;vt;gt;gt
滚	;dg;dy;dg;kk;iu;dh;ud;uw
鲧	;yx;ax;yx;wi;qg;ex;pp;gp
辊	;ib;ib;ik;yv;lj;ib;hl;cl
衮	;wy;wy;ly,yg,wy,dy;tk;uc;wh;dd;wd
绲	;sb;sb;sk;iv;xj;sb;il;il
磙	;ug;uy;ug;mk;du;uh;hd;bw
过	;zc;zc;zc;ku;fp;zc;hz;cz
国	;ky;ky;ky;ri;lg;wy;sh;sd
锅	;jn;jn;jg,jn;zj;qk;jn;jk;jk
郭	;we;we;ex;gt;yb;we;dv;we
果	;tm;ln;ad,tm;qe;js;an;lm;lm
裹	;wy;wy;wy,yg;te;yj;wh;dd;wd
粿	;mg;mg;mg;pe;oj;mg;dl;jl
虢	;pj;pj;hc,hl,vh;yz;ef;pj;ps;ps
椁	;mz;mz;mx;eh;sy;lz;md;mw
馘	;ba;ba;uh;hf;ut;eg;dh;dh
腘	;oy;oy;og;vi;el;oy;ys;ys
馃	;ug;ug;ug;qe;qn;ug;pl;sl
崞	;ux;ez;ux;vh;my;sz;sd;gw
帼	;jy;jy;jg;ri;mh;jy;ss;js
蝈	;iy;iy;ig;ci;jl;iy;os;os
蜾	;ig;ig;ig;ce;jj;ig;ol;ol
涡	;dn;dn;dg,dn;kj;ik;dn;uk;uk
埚	;tn;tn;tg,tn;gj;fk;tn;tk;tk
𬇹	;dy;dy;dg;ki;il;dy;
哈	;kk;kk;kh;dd;kw;kk;kr;kr
还	;zb;zb;zb;cu;gi;zb;hz;hz
海	;dm;dm;dm;kk;it;dm;up;up
害	;bk;bk;bk;wd;pd;gk;bk;bk
氦	;qr;qr;qh;vk;rn;qr;pr;pr
孩	;zr;zr;zh;hk;by;zr;vd;zw
亥	;wr;wr;wr,dd;kh;yn;wr;dr;wr
嗐	;kk;kk;kh;dd;kp;kk;kb;kb
醢	;ym;ym;ym;ya;sg;ym;hh;sh
骇	;mr;mr;mh;nk;cy;mr;vd;vw
骸	;gr;gr;gh;fk;me;gr;sd;sw
咳	;kr;kr;kh;dk;ky;kr;kd;kw
咍	;kk;kk;kt;dd;kc;kk;kv;ki
胲	;or;or;oh;vk;ey;or;yd;yw
含	;rk;rk;kj,rk;jd;wy;rk;rk;rk
喊	;kk;kk;kx;dd;kd;kg;kh;kh
汉	;dy;dy;dy;kr;ic;dy;uv;uy
韩	;uw;uw;uw,wu;ng;fj;uw;hh;fh
汗	;dg;dg;dg;ke;if;dg;uh;uh
寒	;bd;bd;bd;ww;pf;gd;bd;bd
邯	;ge;ge;eg;zt;af;ge;cv;ce
函	;ku;lk;ku,lk;am;bi;la;vs;vs
憨	;xg;vx;xg;ah;nb;gx;vx;vx
焊	;hg;hg;hh;ce;oj;hg;ql;ql
旱	;og;og;og;oe;jf;og;ls;lf
焓	;hk;hk;hh;cd;ow;hk;qr;qr
悍	;xg;xg;xh;he;nj;xg;xl;xl
罕	;bg;bg;bg;we;pw;gg;ds;df
涵	;dh;dk;dh;km;ib;dh;uv;uv
翰	;ux;ux;yu,uy;nz;fj;ux;hr;fr
憾	;xx;xx;xg;hh;nd;xx;xh;xh
酣	;yg;yg;yg;yz;sg;yg;hc;sc
撼	;fx;fx;fg;uh;rd;fx;fh;fh
瀚	;dx;dx;dh;kz;if;dx;uh;uf
颔	;rr;rr;yh;jw;wy;rr;rh;rh
晗	;ok;ok;oh;od;jw;ok;lr;lr
捍	;fg;fg;fh;ue;rj;fg;fl;fl
蚶	;ig;ig;ig;cz;ja;ig;oc;oc
鼾	;zg;zg;bg;oe;th;zg;ph;ph
扞	;fg;fg;fg;ue;rf;fg;fh;fh
菡	;ch;ck;ch;lm;ab;ch;cs;cs
邗	;ge;ge;eg;et;fb;ge;hv;he
琀	;wk;wk;wh;nd;gw;wk;wr;wr
暵	;on;on;oh;oh;ja;on;lc;lc
顸	;gy;gr;gy,yg;ew;fd;gr;hh;hh
撖	;fw;fw;fg;uh;rn;fw;fv;fv
浛	;dk;dk;dh;kd;iw;dk;ur;ur
㘎	;kw;kw;kk;dh;ku;kw;kd;km
垾	;tg;tg;th;ge;fj;tg;tl;tl
崡	;uh;ek;uh;vm;mb;sh;sv;gv
嵅	;ux;ek;ux;vd;md;sk;sd;gd
蔊	;cg;cg;ch;le;ao;cg;cs;cf
行	;rd;ii;xd,xi;px;tf;rd;ph;rh
杭	;mj;mj;mk;eo;sy;lj;md;mw
航	;vj;vj;vk;io;te;vj;pd;vw
沆	;dj;dj;dk;ko;iy;dj;ud;uw
颃	;wr;wr;ky,yk;zw;ym;wr;dh;wh
绗	;sd;si;sx;ip;xt;sd;ip;ir
巷	;cs;cs;sg,gs;lv;aw;cv;cv;cv
吭	;kj;kj;kk;do;ky;kj;kd;kw
好	;nz;nz;nz;bh;vb;nz;nv;nz
号	;kk;kv;kk;da;kg;kv;kv;kv
薅	;cc;cc;cr;lk;av;cc;cd;cc
耗	;lm;lm;lm;av;di;fm;hp;hp
浩	;dk;dk;dg;kd;it;dk;up;up
豪	;wu;wu;ub,wu;gj;yp;wn;dd;wd
壕	;th;tu;th;gj;fy;th;td;tw
嚎	;kh;ku;kh;dj;ky;kh;kd;kw
郝	;te;te;ei;gt;fo;te;tv;te
蚝	;im;im;im;cv;jt;im;op;op
皓	;bk;bk;bg;ud;rt;bk;pp;pp
蒿	;ck;ck;cg;lg;ay;ck;ck;ck
毫	;wm;wm;mb,wm;gv;yp;wm;dv;wv
昊	;ot;ot;ot;om;jg;ot;ld;ll
皞	;bu;bu;bg,bu;un;rr;bu;pp;pp
濠	;dh;du;dh;kj;iy;dh;ud;uw
灏	;dr;dr;dy;kw;ij;dr;ul;ul
鄗	;we;we;eg;gt;ym;we;dv;we
淏	;dt;dt;dh,dt;km;ij;dt;ul;ul
嗥	;ku;ku;kg,ku;dn;kr;ku;kp;kp
颢	;or;or;yj;ow;jy;or;lh;lh
嚆	;kk;kk;kg,kh;dg;ka;kk;kc;kc
和	;hk;hk;hk;xd;tk;hk;ek;ek
核	;mr;mr;mh;ek;sy;lr;md;mw
盒	;rm;rm;mh;ja;wg;rm;rh;rh
何	;rk;rk;rk;jz;ws;rk;rh;rh
河	;dk;dk;dk;kz;is;dk;uh;uh
贺	;lr;lr;bj;so;lk;lr;vr;lb
鹤	;dn;dn;nv;wx;pw;dn;dp;dn
赫	;ii;td;ii;gc;fo;ti;tt;tt
荷	;ck;ck;ch;lz;aw;ck;cs;cs
禾	;pm;pm;pd,pm;xh;tt;qn;em;ed
阖	;mm;mm;mh,mm;aa;uf;mm;dh;mh
龁	;iq;vq;iq;la;hw;vy;sp;sp
嗬	;kk;kk;kh;dz;ka;kk;kc;kc
褐	;pv;pv;yh;tf;pu;pv;dl;dl
曷	;ov;ov;oa;of;jq;ov;lv;lv
郃	;re;re;eh;jt;wg;re;rv;re
盍	;tm;tm;mq;ga;fc;tm;th;th
涸	;dg;dk;dg;kc;il;dk;us;us
诃	;yk;yk;yk;sz;ys;yk;ah;ah
鹖	;on;on;nh;ox;jq;on;lp;ln
劾	;wl;wl;lh;ks;yn;wl;dv;wl
盉	;hm;hm;hm,mh;xa;tl;hm;eh;eh
壑	;ty;lt;ty;gg;hp;at;st;st
吓	;kx;kx;kx;dy;kg;kx;kh;kh
龢	;rh;rh;hc,hy;jx;wg;rh;re;re
菏	;ck;ck;ch;lz;ai;ck;cs;cu
饸	;uk;uk;uh;qd;qn;uk;pr;sr
翮	;ax;ax;yg;nz;gk;ax;hv;hv
翯	;xk;xk;yg;zg;ny;xk;vk;vk
阂	;mr;mr;mh;ak;uy;mr;dr;mr
垎	;tk;tk;tg;gs;ft;tk;tp;tw
鞨	;gh;gv;gh;tf;af;cv;cl;cl
𬌗	;yk;yk;yh;ld;ah;yk;
黑	;lh;lh;ad,ha;ph;lf;ae;sq;sq
𬭶	;jh;jh;jh;zp;ql;je;
很	;xg;ig;xg;wi;tv;rh;pv;rx
恨	;xg;xg;xg;hi;nv;xh;xv;xx
狠	;qg;qg;qg;mi;qt;qh;pv;qx
痕	;bg;bg;bg;ai;uv;bh;dd;zd
𬣳	;yg;yg;yg;si;yv;yh;
哼	;kl;kl;kh;dr;ky;kl;kd;kw
横	;mb;mb;mh;en;sa;lb;mc;mc
恒	;xd;xa;xg;hf;ng;xd;xh;xh
衡	;rd;ii;xd,xi;pw;tq;rd;pp;rg
珩	;wd;wi;wx;np;gt;wd;wp;wr
蘅	;cd;ci;ch;lw;at;cd;cs;cs
鸻	;rn;in;nx;px;tf;rn;pp;rn
姮	;nd;na;ng;bf;vg;nd;nh;nh
烘	;hb;hb;hg;ch;oa;hb;qc;qc
宏	;bs;bs;bh,bs;wk;pd;gv;bd;bi
哄	;kb;kb;kg;dh;ka;kb;kc;kc
轰	;iy;iy;iu;yr;lc;iy;hd;cy
虹	;ig;ig;ig;cu;ja;ig;oh;oh
洪	;db;db;dg;kh;ia;db;uc;uc
鸿	;dn;dn;dn,nj;kx;ia;dn;uh;un
薨	;cb;cb;cs;lv;al;cb;cv;cv
弘	;gs;gs;gs;bk;xc;gv;vv;gi
泓	;ds;ds;dh,ds;kk;ix;dv;uv;ug
纮	;ss;ss;sh,ss;ik;xd;sv;ih;ih
闳	;ms;ms;ms;ak;ud;mv;dd;mi
竑	;ls;ls;lh,ls;ik;ud;lv;dh;wh
黉	;xb;xb;dh,hb;kn;ip;eb;dd;db
翃	;ux;ux;yh,ys;nz;dc;ax;hv;hv
訇	;bk;bk;gy,yg;ns;qy;pk;pa;ba
蕻	;cb;cb;cg;lh;ad;cb;cd;cb
讧	;yg;yg;yg;su;ya;yg;ah;ah
荭	;cg;cg;ch;lu;ax;cg;ch;ch
玒	;wg;wg;wg;nu;ga;wg;wh;wh
谼	;bb;bb;gg;hh;ww;bb;pc;bc
𫟹	;jg;jb;jg;zh;qa;jb;
𬭎	;js;js;jh;zk;qp;jv;
后	;pk;pk;pk;xd;rg;pk;pk;pk
厚	;iz;iz;iz;xh;dj;iz;hh;hz
吼	;kk;kv;kk;da;kb;kk;kv;kz
侯	;ru;ru;ru;jo;wn;rd;rv;rv
